circuit,family,n_qubits,gate_count,t_count,toffoli_count,twoq_count,other_clifford_count,clifford_count,t_frac,toffoli_frac,twoq_frac,other_clifford_frac,h_count,s_count
structured_random_94,structured_random,5,48,0,0,23,25,48,0.0,0.0,0.4791666666666667,0.5208333333333334,14,0
structured_random_95,structured_random,5,51,4,0,19,28,47,0.0784313725490196,0.0,0.37254901960784315,0.5490196078431373,18,0
structured_random_96,structured_random,5,56,4,0,27,25,52,0.07142857142857142,0.0,0.48214285714285715,0.44642857142857145,16,0
structured_random_97,structured_random,5,77,6,0,31,40,71,0.07792207792207792,0.0,0.4025974025974026,0.5194805194805194,29,0
structured_random_98,structured_random,5,60,3,0,29,28,57,0.05,0.0,0.48333333333333334,0.4666666666666667,19,0
structured_random_99,structured_random,5,62,2,0,31,29,60,0.03225806451612903,0.0,0.5,0.46774193548387094,19,0
pure_random_0,pure_random,12,48,5,0,10,33,43,0.10416666666666667,0.0,0.20833333333333334,0.6875,21,0
pure_random_1,pure_random,2,35,4,0,9,22,31,0.11428571428571428,0.0,0.2571428571428571,0.6285714285714286,14,0
pure_random_2,pure_random,6,98,6,0,47,45,92,0.061224489795918366,0.0,0.47959183673469385,0.45918367346938777,32,0
pure_random_3,pure_random,5,50,6,0,25,19,44,0.12,0.0,0.5,0.38,13,0
pure_random_4,pure_random,13,74,8,0,29,37,66,0.10810810810810811,0.0,0.3918918918918919,0.5,28,0
pure_random_5,pure_random,12,270,13,0,161,96,257,0.04814814814814815,0.0,0.5962962962962963,0.35555555555555557,65,0
pure_random_6,pure_random,10,56,6,0,17,33,50,0.10714285714285714,0.0,0.30357142857142855,0.5892857142857143,23,0
pure_random_7,pure_random,11,157,4,0,92,61,153,0.025477707006369428,0.0,0.5859872611464968,0.3885350318471338,39,0
pure_random_8,pure_random,2,11,1,0,2,8,10,0.09090909090909091,0.0,0.18181818181818182,0.7272727272727273,6,0
pure_random_9,pure_random,3,34,2,0,13,19,32,0.058823529411764705,0.0,0.38235294117647056,0.5588235294117647,12,0
pure_random_10,pure_random,5,109,7,0,48,54,102,0.06422018348623854,0.0,0.44036697247706424,0.4954128440366973,36,0
pure_random_11,pure_random,11,32,1,0,6,25,31,0.03125,0.0,0.1875,0.78125,18,0
pure_random_12,pure_random,10,81,4,0,28,49,77,0.04938271604938271,0.0,0.345679012345679,0.6049382716049383,33,0
pure_random_13,pure_random,13,188,9,0,107,72,179,0.047872340425531915,0.0,0.5691489361702128,0.3829787234042553,50,0
pure_random_14,pure_random,13,198,13,0,117,68,185,0.06565656565656566,0.0,0.5909090909090909,0.3434343434343434,49,0
pure_random_15,pure_random,8,89,3,0,42,44,86,0.033707865168539325,0.0,0.47191011235955055,0.4943820224719101,28,0
pure_random_16,pure_random,9,167,15,0,81,71,152,0.08982035928143713,0.0,0.48502994011976047,0.4251497005988024,52,0
pure_random_17,pure_random,6,17,1,0,2,14,16,0.058823529411764705,0.0,0.11764705882352941,0.8235294117647058,9,0
pure_random_18,pure_random,14,71,4,0,19,48,67,0.056338028169014086,0.0,0.2676056338028169,0.676056338028169,29,0
pure_random_19,pure_random,13,184,8,0,109,67,176,0.043478260869565216,0.0,0.592391304347826,0.3641304347826087,47,0
pure_random_20,pure_random,7,98,10,0,41,47,88,0.10204081632653061,0.0,0.41836734693877553,0.47959183673469385,36,0
pure_random_21,pure_random,4,34,2,0,12,20,32,0.058823529411764705,0.0,0.35294117647058826,0.5882352941176471,12,0
pure_random_22,pure_random,14,131,6,0,62,63,125,0.04580152671755725,0.0,0.4732824427480916,0.48091603053435117,42,0
pure_random_23,pure_random,3,32,4,0,9,19,28,0.125,0.0,0.28125,0.59375,13,0
pure_random_24,pure_random,8,57,5,0,22,30,52,0.08771929824561403,0.0,0.38596491228070173,0.5263157894736842,21,0
pure_random_25,pure_random,7,110,7,0,54,49,103,0.06363636363636363,0.0,0.4909090909090909,0.44545454545454544,34,0
pure_random_26,pure_random,11,82,4,0,27,51,78,0.04878048780487805,0.0,0.32926829268292684,0.6219512195121951,34,0
pure_random_27,pure_random,14,21,2,0,1,18,19,0.09523809523809523,0.0,0.047619047619047616,0.8571428571428571,10,0
pure_random_28,pure_random,13,160,3,0,98,59,157,0.01875,0.0,0.6125,0.36875,36,0
pure_random_29,pure_random,10,57,5,0,13,39,52,0.08771929824561403,0.0,0.22807017543859648,0.6842105263157895,26,0
pure_random_30,pure_random,8,37,3,0,10,24,34,0.08108108108108109,0.0,0.2702702702702703,0.6486486486486487,17,0
pure_random_31,pure_random,10,123,6,0,58,59,117,0.04878048780487805,0.0,0.4715447154471545,0.4796747967479675,40,0
pure_random_32,pure_random,15,256,10,0,157,89,246,0.0390625,0.0,0.61328125,0.34765625,59,0
pure_random_33,pure_random,11,132,10,0,59,63,122,0.07575757575757576,0.0,0.44696969696969696,0.4772727272727273,48,0
pure_random_34,pure_random,11,63,3,0,23,37,60,0.047619047619047616,0.0,0.36507936507936506,0.5873015873015873,24,0
pure_random_35,pure_random,13,52,4,0,13,35,48,0.07692307692307693,0.0,0.25,0.6730769230769231,26,0
pure_random_36,pure_random,2,76,15,0,17,44,61,0.19736842105263158,0.0,0.2236842105263158,0.5789473684210527,33,0
pure_random_37,pure_random,5,53,4,0,24,25,49,0.07547169811320754,0.0,0.4528301886792453,0.4716981132075472,17,0
pure_random_38,pure_random,3,50,8,0,12,30,42,0.16,0.0,0.24,0.6,22,0
pure_random_39,pure_random,15,51,4,0,11,36,47,0.0784313725490196,0.0,0.21568627450980393,0.7058823529411765,24,0
pure_random_40,pure_random,8,100,6,0,53,41,94,0.06,0.0,0.53,0.41,28,0
pure_random_41,pure_random,9,154,10,0,93,51,144,0.06493506493506493,0.0,0.6038961038961039,0.33116883116883117,35,0
pure_random_42,pure_random,15,135,2,0,72,61,133,0.014814814814814815,0.0,0.5333333333333333,0.45185185185185184,37,0
pure_random_43,pure_random,4,62,5,0,26,31,57,0.08064516129032258,0.0,0.41935483870967744,0.5,20,0
pure_random_44,pure_random,7,87,5,0,35,47,82,0.05747126436781609,0.0,0.40229885057471265,0.5402298850574713,34,0
pure_random_45,pure_random,12,107,4,0,46,57,103,0.037383177570093455,0.0,0.42990654205607476,0.5327102803738317,38,0
pure_random_46,pure_random,13,224,15,0,116,93,209,0.06696428571428571,0.0,0.5178571428571429,0.41517857142857145,64,0
pure_random_47,pure_random,12,31,1,0,4,26,30,0.03225806451612903,0.0,0.12903225806451613,0.8387096774193549,13,0
pure_random_48,pure_random,11,202,15,0,123,64,187,0.07425742574257425,0.0,0.6089108910891089,0.31683168316831684,46,0
pure_random_49,pure_random,4,76,10,0,29,37,66,0.13157894736842105,0.0,0.3815789473684211,0.4868421052631579,28,0
pure_random_50,pure_random,13,97,8,0,41,48,89,0.08247422680412371,0.0,0.422680412371134,0.4948453608247423,33,0
pure_random_51,pure_random,4,47,6,0,21,20,41,0.1276595744680851,0.0,0.44680851063829785,0.425531914893617,13,0
pure_random_52,pure_random,8,114,5,0,59,50,109,0.043859649122807015,0.0,0.5175438596491229,0.43859649122807015,35,0
pure_random_53,pure_random,12,218,11,0,124,83,207,0.05045871559633028,0.0,0.5688073394495413,0.38073394495412843,56,0
pure_random_54,pure_random,10,83,7,0,38,38,76,0.08433734939759036,0.0,0.4578313253012048,0.4578313253012048,28,0
pure_random_55,pure_random,12,137,8,0,70,59,129,0.058394160583941604,0.0,0.5109489051094891,0.4306569343065693,41,0
pure_random_56,pure_random,15,52,4,0,11,37,48,0.07692307692307693,0.0,0.21153846153846154,0.7115384615384616,26,0
pure_random_57,pure_random,5,27,3,0,5,19,24,0.1111111111111111,0.0,0.18518518518518517,0.7037037037037037,14,0
pure_random_58,pure_random,14,65,3,0,13,49,62,0.046153846153846156,0.0,0.2,0.7538461538461538,30,0
pure_random_59,pure_random,8,82,4,0,35,43,78,0.04878048780487805,0.0,0.4268292682926829,0.524390243902439,29,0
pure_random_60,pure_random,3,42,5,0,13,24,37,0.11904761904761904,0.0,0.30952380952380953,0.5714285714285714,18,0
pure_random_61,pure_random,11,205,15,0,104,86,190,0.07317073170731707,0.0,0.5073170731707317,0.4195121951219512,59,0
pure_random_62,pure_random,7,65,5,0,34,26,60,0.07692307692307693,0.0,0.5230769230769231,0.4,21,0
pure_random_63,pure_random,12,157,5,0,86,66,152,0.03184713375796178,0.0,0.5477707006369427,0.42038216560509556,42,0
pure_random_64,pure_random,8,130,7,0,69,54,123,0.05384615384615385,0.0,0.5307692307692308,0.4153846153846154,34,0
pure_random_65,pure_random,9,51,7,0,17,27,44,0.13725490196078433,0.0,0.3333333333333333,0.5294117647058824,20,0
pure_random_66,pure_random,6,41,2,0,15,24,39,0.04878048780487805,0.0,0.36585365853658536,0.5853658536585366,15,0
pure_random_67,pure_random,5,119,11,0,58,50,108,0.09243697478991597,0.0,0.48739495798319327,0.42016806722689076,31,0
pure_random_68,pure_random,10,165,13,0,83,69,152,0.07878787878787878,0.0,0.503030303030303,0.41818181818181815,49,0
pure_random_69,pure_random,6,126,12,0,71,43,114,0.09523809523809523,0.0,0.5634920634920635,0.3412698412698413,32,0
pure_random_70,pure_random,8,139,10,0,71,58,129,0.07194244604316546,0.0,0.5107913669064749,0.4172661870503597,37,0
pure_random_71,pure_random,8,106,8,0,53,45,98,0.07547169811320754,0.0,0.5,0.42452830188679247,31,0
pure_random_72,pure_random,5,47,1,0,19,27,46,0.02127659574468085,0.0,0.40425531914893614,0.574468085106383,18,0
pure_random_73,pure_random,10,175,11,0,91,73,164,0.06285714285714286,0.0,0.52,0.41714285714285715,53,0
pure_random_74,pure_random,3,14,2,0,3,9,12,0.14285714285714285,0.0,0.21428571428571427,0.6428571428571429,5,0
pure_random_75,pure_random,15,51,5,0,10,36,46,0.09803921568627451,0.0,0.19607843137254902,0.7058823529411765,22,0
pure_random_76,pure_random,4,98,11,0,39,48,87,0.11224489795918367,0.0,0.3979591836734694,0.4897959183673469,32,0
pure_random_77,pure_random,4,85,9,0,31,45,76,0.10588235294117647,0.0,0.36470588235294116,0.5294117647058824,30,0
pure_random_78,pure_random,8,143,7,0,79,57,136,0.04895104895104895,0.0,0.5524475524475524,0.3986013986013986,39,0
pure_random_79,pure_random,3,45,3,0,16,26,42,0.06666666666666667,0.0,0.35555555555555557,0.5777777777777777,15,0
pure_random_80,pure_random,8,142,3,0,84,55,139,0.02112676056338028,0.0,0.5915492957746479,0.3873239436619718,34,0
pure_random_81,pure_random,9,129,7,0,73,49,122,0.05426356589147287,0.0,0.5658914728682171,0.3798449612403101,36,0
pure_random_82,pure_random,6,119,12,0,56,51,107,0.10084033613445378,0.0,0.47058823529411764,0.42857142857142855,36,0
pure_random_83,pure_random,15,20,3,0,2,15,17,0.15,0.0,0.1,0.75,8,0
pure_random_84,pure_random,12,205,20,0,111,74,185,0.0975609756097561,0.0,0.5414634146341464,0.36097560975609755,54,0
pure_random_85,pure_random,3,72,9,0,25,38,63,0.125,0.0,0.3472222222222222,0.5277777777777778,26,0
pure_random_86,pure_random,10,104,6,0,55,43,98,0.057692307692307696,0.0,0.5288461538461539,0.41346153846153844,29,0
pure_random_87,pure_random,14,187,14,0,97,76,173,0.0748663101604278,0.0,0.5187165775401069,0.40641711229946526,53,0
pure_random_88,pure_random,7,56,5,0,16,35,51,0.08928571428571429,0.0,0.2857142857142857,0.625,23,0
pure_random_89,pure_random,6,106,12,0,51,43,94,0.11320754716981132,0.0,0.4811320754716981,0.4056603773584906,34,0
pure_random_90,pure_random,4,70,8,0,32,30,62,0.11428571428571428,0.0,0.45714285714285713,0.42857142857142855,23,0
pure_random_91,pure_random,2,55,11,0,10,34,44,0.2,0.0,0.18181818181818182,0.6181818181818182,25,0
pure_random_92,pure_random,13,127,6,0,60,61,121,0.047244094488188976,0.0,0.47244094488188976,0.48031496062992124,40,0
pure_random_93,pure_random,10,73,4,0,32,37,69,0.0547945205479452,0.0,0.4383561643835616,0.5068493150684932,27,0
pure_random_94,pure_random,10,43,4,0,11,28,39,0.09302325581395349,0.0,0.2558139534883721,0.6511627906976745,18,0
